studentId,admissionNumber,rollNumber,firstName,lastName,gender,dateOfBirth,age,class,section,bloodGroup,religion,nationality,fatherName,parentMobileNumber,completeAddress,city,province,postalCode,attendancePercentage,totalMarksObtained,maxPossibleMarks,percentage,grade,passFailStatus,feeStatus,username,createdAt,English,Urdu,Mathematics,General Knowledge,General Science,Social Studies,History_Geography,Computer Education,Physics,Chemistry,Biology,Computer Science,Islamiat,Ethics,Pakistan Studies
STD573356,ADM519043,10,Usman,Shah,Male,2012-08-01,14,Class 8,A,B+,Islam,Pakistani,Talha Shah,+923004876036,"House No. 483, Road 9, DHA Phase 5",Lahore,Punjab,54000,96%,456,700,65.14,B,Pass,Paid,usman.shah76,2026-07-16T19:29:03.944Z,77,62,72,NULL,67,NULL,47,64,NULL,NULL,NULL,NULL,67,NULL,NULL
STD672286,ADM531118,23,Arsalan,Ahmed,Male,2011-05-26,15,Class 10,C,O-,Islam,Pakistani,Arsalan Ahmed,+923014823979,"House No. 72, Road 6, Bahria Town",Rawalpindi,Punjab,46000,75%,395,700,56.43,C,Pass,Paid,arsalan.ahmed69,2026-07-16T19:29:03.945Z,69,55,49,NULL,NULL,NULL,NULL,NULL,59,48,NULL,NULL,57,NULL,58
STD467917,ADM858062,2,Muhammad,Ahmed,Male,2010-11-16,16,Class 10,A,AB-,Islam,Pakistani,Abdullah Ahmed,+923211527412,"House No. 19, Road 7, Sector G-11",Islamabad,Islamabad Capital Territory,44000,94%,445,700,63.57,B,Pass,Paid,muhammad.ahmed91,2026-07-16T19:29:03.945Z,61,73,55,NULL,NULL,NULL,NULL,NULL,69,63,NULL,NULL,57,NULL,67
STD942084,ADM189778,11,Talha,Siddiqui,Male,2013-02-14,13,Class 7,B,B+,Christianity,Pakistani,Omar Siddiqui,+923015712658,"House No. 232, Road 2, Bani Gala",Islamabad,Islamabad Capital Territory,44000,93%,427,700,61,B,Pass,Unpaid,talha.siddiqui79,2026-07-16T19:29:03.942Z,74,68,65,NULL,56,NULL,49,60,NULL,NULL,NULL,NULL,NULL,55,NULL
STD676243,ADM188001,23,Abdullah,Ahmed,Male,2015-05-07,11,Class 5,C,AB-,Islam,Pakistani,Abdullah Ahmed,+923009752039,"House No. 208, Lane 9, Chaklala Scheme III",Rawalpindi,Punjab,46000,76%,225,600,37.5,F,Fail,Paid,abdullah.ahmed25,2026-07-16T19:29:03.941Z,37,41,31,NULL,38,32,NULL,NULL,NULL,NULL,NULL,NULL,46,NULL,NULL
STD217542,ADM443522,10,Sidra,Khan,Female,2013-04-01,13,Class 7,A,O-,Islam,Pakistani,Ali Khan,+923333479746,"House No. 374, Street 4, Saddar",Rawalpindi,Punjab,46000,85%,403,700,57.57,C,Pass,Paid,sidra.khan38,2026-07-16T19:29:03.942Z,70,60,50,NULL,46,NULL,61,59,NULL,NULL,NULL,NULL,57,NULL,NULL
STD407443,ADM092900,28,Mariam,Ahmed,Female,2011-12-10,15,Class 9,C,B-,Hinduism,Pakistani,Usman Ahmed,+923216517256,"House No. 358, Lane 4, Sector F-10",Islamabad,Islamabad Capital Territory,44000,71%,358,600,59.67,C,Pass,Paid,mariam.ahmed93,2026-07-16T19:29:03.945Z,75,47,68,NULL,NULL,NULL,NULL,NULL,54,66,NULL,NULL,NULL,48,NULL
STD457408,ADM263412,27,Saad,Butt,Male,2015-02-09,11,Class 6,C,B-,Islam,Pakistani,Arsalan Butt,+923025512152,"House No. 401, Avenue 5, Satellite Town",Rawalpindi,Punjab,46000,87%,429,700,61.29,B,Pass,Paid,saad.butt19,2026-07-16T19:29:03.942Z,71,66,46,NULL,73,NULL,52,65,NULL,NULL,NULL,NULL,56,NULL,NULL
STD030055,ADM077631,15,Ali,Ali,Male,2015-06-24,11,Class 6,B,AB-,Christianity,Pakistani,Bilal Ali,+923017198265,"House No. 18, Lane 3, Defense (DHA)",Karachi,Sindh,74200,88%,619,700,88.43,A+,Pass,Paid,ali.ali25,2026-07-16T19:29:03.942Z,83,90,99,NULL,83,NULL,88,86,NULL,NULL,NULL,NULL,NULL,90,NULL
STD528958,ADM384559,10,Hira,Butt,Female,2015-12-01,11,Class 6,A,AB-,Islam,Pakistani,Talha Butt,+923217978421,"House No. 31, Street 13, Model Town",Lahore,Punjab,54000,97%,423,700,60.43,B,Pass,Paid,hira.butt90,2026-07-16T19:29:03.942Z,68,48,71,NULL,72,NULL,51,63,NULL,NULL,NULL,NULL,50,NULL,NULL
STD046050,ADM792793,26,Sara,Qureshi,Female,2011-10-28,15,Class 9,C,AB+,Islam,Pakistani,Bilal Qureshi,+923217905745,"House No. 2, Street 6, Johar Town",Lahore,Punjab,54000,84%,234,600,39,F,Fail,Paid,sara.qureshi26,2026-07-16T19:29:03.945Z,38,36,37,NULL,NULL,NULL,NULL,NULL,46,46,NULL,NULL,31,NULL,NULL
STD674401,ADM980006,10,Ali,Chaudhry,Male,2012-06-24,14,Class 9,A,A-,Islam,Pakistani,Muhammad Chaudhry,+923338122237,"House No. 274, Avenue 15, Bahria Town",Rawalpindi,Punjab,46000,84%,390,600,65,B,Pass,Paid,ali.chaudhry58,2026-07-16T19:29:03.945Z,61,62,79,NULL,NULL,NULL,NULL,NULL,71,56,NULL,NULL,61,NULL,NULL
STD155488,ADM799566,12,Ahmed,Butt,Male,2014-03-15,12,Class 7,B,AB+,Christianity,Pakistani,Hamza Butt,+923018057183,"House No. 484, Street 3, Sector G-11",Islamabad,Islamabad Capital Territory,44000,79%,420,700,60,B,Pass,Unpaid,ahmed.butt69,2026-07-16T19:29:03.942Z,46,59,54,NULL,66,NULL,47,71,NULL,NULL,NULL,NULL,NULL,77,NULL
STD101252,ADM172288,9,Mariam,Ahmed,Female,2013-08-07,13,Class 8,A,A+,Islam,Pakistani,Saad Ahmed,+923016568244,"House No. 318, Avenue 3, Sector G-11",Islamabad,Islamabad Capital Territory,44000,96%,653,700,93.29,A+,Pass,Paid,mariam.ahmed28,2026-07-16T19:29:03.944Z,81,94,87,NULL,99,NULL,99,100,NULL,NULL,NULL,NULL,93,NULL,NULL
STD921211,ADM760452,21,Fatima,Chaudhry,Female,2011-12-26,15,Class 9,C,A-,Islam,Pakistani,Usman Chaudhry,+923126781265,"House No. 50, Street 14, Bani Gala",Islamabad,Islamabad Capital Territory,44000,73%,251,600,41.83,D,Pass,Unpaid,fatima.chaudhry81,2026-07-16T19:29:03.945Z,48,34,42,NULL,NULL,NULL,NULL,NULL,48,33,NULL,NULL,46,NULL,NULL
STD450286,ADM396731,24,Anum,Ali,Female,2012-01-02,14,Class 8,C,AB+,Islam,Pakistani,Ali Ali,+923005556267,"House No. 104, Street 1, Bahria Town",Rawalpindi,Punjab,46000,77%,127,700,18.14,F,Fail,Paid,anum.ali40,2026-07-16T19:29:03.944Z,13,17,15,NULL,14,NULL,16,20,NULL,NULL,NULL,NULL,32,NULL,NULL
STD997335,ADM471586,4,Fahad,Khan,Male,2011-07-07,15,Class 10,A,O-,Islam,Pakistani,Omar Khan,+923212363572,"House No. 431, Street 4, Satellite Town",Rawalpindi,Punjab,46000,87%,613,700,87.57,A+,Pass,Paid,fahad.khan64,2026-07-16T19:29:03.945Z,93,87,80,NULL,NULL,NULL,NULL,NULL,99,85,NULL,NULL,88,NULL,81
STD881024,ADM419560,6,Amna,Abbasi,Female,2014-04-13,12,Class 7,A,O-,Islam,Pakistani,Ahmed Abbasi,+923122411069,"House No. 348, Lane 8, Sector I-8",Islamabad,Islamabad Capital Territory,44000,73%,387,700,55.29,C,Pass,Paid,amna.abbasi91,2026-07-16T19:29:03.942Z,54,58,49,NULL,47,NULL,48,57,NULL,NULL,NULL,NULL,74,NULL,NULL
STD586545,ADM020344,23,Zain,Malik,Male,2012-03-10,14,Class 9,C,AB+,Islam,Pakistani,Talha Malik,+923018850282,"House No. 470, Road 10, Sector I-8",Islamabad,Islamabad Capital Territory,44000,71%,247,600,41.17,D,Pass,Paid,zain.malik49,2026-07-16T19:29:03.945Z,43,39,41,NULL,NULL,NULL,NULL,NULL,42,42,NULL,NULL,40,NULL,NULL
STD501944,ADM289637,28,Anum,Ahmed,Female,2011-05-28,15,Class 10,C,O+,Islam,Pakistani,Muhammad Ahmed,+923024240428,"House No. 57, Lane 15, Sector F-10",Islamabad,Islamabad Capital Territory,44000,92%,296,700,42.29,D,Pass,Paid,anum.ahmed80,2026-07-16T19:29:03.945Z,39,41,47,NULL,NULL,NULL,NULL,NULL,41,46,NULL,NULL,46,NULL,36
STD561665,ADM211730,1,Hira,Qureshi,Female,2011-05-28,15,Class 10,A,O+,Hinduism,Pakistani,Usman Qureshi,+923006903089,"House No. 84, Road 1, Sector G-11",Islamabad,Islamabad Capital Territory,44000,14%,0,700,0,N/A,Absent,Paid,hira.qureshi48,2026-07-16T19:29:03.945Z,A,A,A,NULL,NULL,NULL,NULL,NULL,A,A,NULL,NULL,NULL,A,A
STD418938,ADM696615,15,Omar,Mughal,Male,2011-03-16,15,Class 9,B,AB-,Hinduism,Pakistani,Arsalan Mughal,+923337534849,"House No. 210, Road 1, Johar Town",Lahore,Punjab,54000,81%,244,600,40.67,D,Pass,Paid,omar.mughal71,2026-07-16T19:29:03.945Z,36,42,40,NULL,NULL,NULL,NULL,NULL,37,48,NULL,NULL,NULL,41,NULL
STD246828,ADM573678,22,Saba,Abbasi,Female,2011-11-22,15,Class 9,C,AB-,Islam,Pakistani,Abdullah Abbasi,+923217805207,"House No. 442, Avenue 13, Saddar",Rawalpindi,Punjab,46000,94%,259,600,43.17,D,Pass,Paid,saba.abbasi49,2026-07-16T19:29:03.945Z,45,48,47,NULL,NULL,NULL,NULL,NULL,40,34,NULL,NULL,45,NULL,NULL
STD990497,ADM507207,25,Ali,Butt,Male,2013-03-21,13,Class 7,C,O+,Islam,Pakistani,Ahmed Butt,+923124589046,"House No. 128, Street 15, Bani Gala",Islamabad,Islamabad Capital Territory,44000,74%,263,700,37.57,F,Fail,Unpaid,ali.butt81,2026-07-16T19:29:03.944Z,41,48,36,NULL,31,NULL,33,40,NULL,NULL,NULL,NULL,34,NULL,NULL
STD337164,ADM689136,6,Talha,Siddiqui,Male,2010-11-22,16,Class 10,A,O+,Islam,Pakistani,Ahmed Siddiqui,+923028954899,"House No. 11, Street 6, DHA Phase 5",Lahore,Punjab,54000,89%,261,700,37.29,F,Fail,Unpaid,talha.siddiqui50,2026-07-16T19:29:03.945Z,39,32,43,NULL,NULL,NULL,NULL,NULL,42,38,NULL,NULL,32,NULL,35
STD639248,ADM399570,21,Sara,Qureshi,Female,2012-11-19,14,Class 8,C,A-,Islam,Pakistani,Fahad Qureshi,+923025243245,"House No. 326, Road 2, Saddar",Rawalpindi,Punjab,46000,100%,452,700,64.57,B,Pass,Paid,sara.qureshi14,2026-07-16T19:29:03.944Z,56,68,79,NULL,54,NULL,65,51,NULL,NULL,NULL,NULL,79,NULL,NULL
STD965359,ADM899568,25,Sidra,Butt,Female,2011-01-17,15,Class 10,C,A-,Hinduism,Pakistani,Ali Butt,+923334103085,"House No. 210, Street 8, Johar Town",Lahore,Punjab,54000,67%,468,700,66.86,B,Pass,Paid,sidra.butt94,2026-07-16T19:29:03.945Z,69,74,47,NULL,NULL,NULL,NULL,NULL,50,78,NULL,NULL,NULL,71,79
STD328766,ADM437099,29,Zain,Chaudhry,Male,2013-11-21,13,Class 7,C,AB-,Islam,Pakistani,Mustafa Chaudhry,+923331330128,"House No. 123, Street 10, Saddar",Rawalpindi,Punjab,46000,97%,620,700,88.57,A+,Pass,Paid,zain.chaudhry76,2026-07-16T19:29:03.944Z,89,97,84,NULL,94,NULL,82,94,NULL,NULL,NULL,NULL,80,NULL,NULL
STD446540,ADM712120,16,Mahnoor,Shah,Female,2015-02-23,11,Class 5,B,A+,Islam,Pakistani,Ahmed Shah,+923457569069,"House No. 461, Road 14, Satellite Town",Rawalpindi,Punjab,46000,69%,362,600,60.33,B,Pass,Unpaid,mahnoor.shah62,2026-07-16T19:29:03.941Z,59,79,53,NULL,74,46,NULL,NULL,NULL,NULL,NULL,NULL,51,NULL,NULL
STD552239,ADM744095,5,Mustafa,Butt,Male,2015-07-08,11,Class 5,A,A-,Hinduism,Pakistani,Saad Butt,+923028840099,"House No. 247, Street 8, Chaklala Scheme III",Rawalpindi,Punjab,46000,73%,360,600,60,B,Pass,Unpaid,mustafa.butt92,2026-07-16T19:29:03.941Z,63,46,70,NULL,47,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL
STD090110,ADM448733,6,Abdullah,Chaudhry,Male,2016-11-16,10,Class 5,A,A-,Islam,Pakistani,Ali Chaudhry,+923211767694,"House No. 120, Avenue 9, Bani Gala",Islamabad,Islamabad Capital Territory,44000,75%,366,600,61,B,Pass,Paid,abdullah.chaudhry91,2026-07-16T19:29:03.941Z,51,74,48,NULL,78,67,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL,NULL
STD303021,ADM507275,2,Fahad,Malik,Male,2015-06-16,11,Class 6,A,B+,Islam,Pakistani,Ahmed Malik,+923123747367,"House No. 250, Road 9, Johar Town",Lahore,Punjab,54000,83%,452,700,64.57,B,Pass,Unpaid,fahad.malik34,2026-07-16T19:29:03.942Z,45,73,61,NULL,77,NULL,63,65,NULL,NULL,NULL,NULL,68,NULL,NULL
STD989321,ADM262823,27,Hamza,Butt,Male,2016-01-14,10,Class 5,C,B+,Islam,Pakistani,Usman Butt,+923019666607,"House No. 465, Road 12, Bahria Town",Rawalpindi,Punjab,46000,74%,370,600,61.67,B,Pass,Paid,hamza.butt53,2026-07-16T19:29:03.942Z,66,73,62,NULL,55,52,NULL,NULL,NULL,NULL,NULL,NULL,62,NULL,NULL
STD885303,ADM633474,21,Fatima,Malik,Female,2016-02-07,10,Class 5,C,O-,Hinduism,Pakistani,Abdullah Malik,+923219653560,"House No. 1, Street 5, Saddar",Rawalpindi,Punjab,46000,86%,389,600,64.83,B,Pass,Paid,fatima.malik57,2026-07-16T19:29:03.941Z,52,65,54,NULL,79,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,NULL
STD045088,ADM193035,9,Mahnoor,Shah,Female,2016-04-10,10,Class 5,A,O-,Christianity,Pakistani,Arsalan Shah,+923012575893,"House No. 276, Road 11, Gulshan-e-Iqbal",Karachi,Sindh,74200,71%,117,600,19.5,F,Fail,Paid,mahnoor.shah55,2026-07-16T19:29:03.941Z,31,19,14,NULL,12,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL
STD532412,ADM236710,9,Muhammad,Abbasi,Male,2011-12-04,15,Class 9,A,A+,Islam,Pakistani,Talha Abbasi,+923213855994,"House No. 23, Street 3, Bani Gala",Islamabad,Islamabad Capital Territory,44000,31%,0,600,0,N/A,Absent,Paid,muhammad.abbasi45,2026-07-16T19:29:03.945Z,A,A,A,NULL,NULL,NULL,NULL,NULL,A,A,NULL,NULL,A,NULL,NULL
STD251125,ADM047902,30,Usman,Mughal,Male,2013-10-07,13,Class 7,C,O-,Islam,Pakistani,Zain Mughal,+923217199497,"House No. 319, Street 15, Saddar",Rawalpindi,Punjab,46000,100%,425,700,60.71,B,Pass,Paid,usman.mughal89,2026-07-16T19:29:03.944Z,62,73,61,NULL,57,NULL,48,57,NULL,NULL,NULL,NULL,67,NULL,NULL
STD566285,ADM610232,8,Sana,Siddiqui,Female,2015-04-10,11,Class 5,A,A-,Islam,Pakistani,Muhammad Siddiqui,+923338863206,"House No. 63, Street 15, Gulberg",Lahore,Punjab,54000,83%,223,600,37.17,F,Fail,Paid,sana.siddiqui82,2026-07-16T19:29:03.941Z,43,34,36,NULL,43,30,NULL,NULL,NULL,NULL,NULL,NULL,37,NULL,NULL
