"studentId","admissionNumber","rollNumber","firstName","lastName","gender","dateOfBirth","age","class","section","bloodGroup","religion","nationality","fatherName","motherName","guardianName","parentMobileNumber","parentEmail","completeAddress","city","province","postalCode","admissionDate","attendancePercentage","subjectWiseMarks.English","subjectWiseMarks.Urdu","subjectWiseMarks.Mathematics","subjectWiseMarks.General Knowledge","subjectWiseMarks.General Science","subjectWiseMarks.Social Studies","subjectWiseMarks.History_Geography","subjectWiseMarks.Computer Education","subjectWiseMarks.Physics","subjectWiseMarks.Chemistry","subjectWiseMarks.Biology","subjectWiseMarks.Computer Science","subjectWiseMarks.Pakistan Studies","subjectWiseMarks.Islamiat","subjectWiseMarks.Ethics","totalMarksObtained","maxPossibleMarks","percentage","grade","passFailStatus","feeStatus","transport","hostel","medicalNotes","username","password","createdAt","updatedAt"
"STD431026","ADM587438",16,"Faisal","Siddiqui","Male","2019-01-12", 7,"Class 2","B","O-","Hinduism","Pakistani","Ahmed Siddiqui","Fiza Siddiqui","Ahmed Siddiqui","+923453167926","ahmedsiddiqui36@gmail.com","House No. 333, Road 15, University Town","Peshawar","Khyber Pakhtunkhwa","25000","2025-04-05","82%",61,38,42,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,321,500,64.20,"B","Pass","Paid","School Van","No","Allergic to penicillin.","faisal.siddiqui","2tYjkWl@5K","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD083984","ADM851644",17,"Fiza","Shah","Female","2019-02-27", 7,"Class 2","B","O+","Christianity","Pakistani","Kamran Shah","Saba Shah","Kamran Shah","+923338729724","kamranshah36@gmail.com","House No. 231, Street 6, Saddar","Hyderabad","Sindh","71000","2025-04-05","77%",58,71,55,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,335,500,67.00,"B","Pass","Paid","School Van","No","No known medical conditions or allergies.","fiza.shah","$lhjYM5HOc","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD757070","ADM103852",18,"Muhammad","Ali","Male","2019-11-08", 7,"Class 2","B","A-","Hinduism","Pakistani","Ahmed Ali","Alisha Ali","Ahmed Ali","+923454837720","ahmedali38@gmail.com","House No. 173, Street 9, People's Colony","Faisalabad","Punjab","38000","2025-04-05","99%",52,93,65,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,392,500,78.40,"A","Pass","Unpaid","Self","No","Wears corrective lenses/glasses.","muhammad.ali","HABr1xA664","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD658576","ADM495126",19,"Zeeshan","Siddiqui","Male","2018-01-05", 8,"Class 2","B","B+","Christianity","Pakistani","Aamir Siddiqui","Saba Siddiqui","Aamir Siddiqui","+923128245540","aamirsiddiqui84@gmail.com","House No. 401, Avenue 4, Satellite Town","Quetta","Balochistan","87300","2025-04-05","65%",83,72,56,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,343,500,68.60,"B","Pass","Unpaid","School Van","No","No known medical conditions or allergies.","zeeshan.siddiqui","SZ3hfcze2u","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD189066","ADM227720",20,"Sana","Butt","Female","2018-07-12", 8,"Class 2","B","B-","Islam","Pakistani","Hamza Butt","Alisha Butt","Hamza Butt","+923003192161","hamzabutt25@gmail.com","House No. 288, Street 5, Samungli Road","Quetta","Balochistan","87300","2025-04-05","93%",35,98,69,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,353,500,70.60,"A","Pass","Paid","Self","No","Mild dust allergy.","sana.butt","UMIZIgF9Fh","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD324725","ADM449297",21,"Ali","Zaidi","Male","2019-11-01", 7,"Class 2","C","AB+","Islam","Pakistani","Adnan Zaidi","Zainab Zaidi","Adnan Zaidi","+923339019414","adnanzaidi23@gmail.com","House No. 35, Sector-Street 12, Gulistan Colony","Faisalabad","Punjab","38000","2025-04-05","71%",38,81,34,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,280,500,56.00,"C","Pass","Unpaid","School Van","No","No known medical conditions or allergies.","ali.zaidi","a7IzGPW8Ro","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD741174","ADM664231",22,"Asad","Siddiqui","Male","2019-02-24", 7,"Class 2","C","AB-","Islam","Pakistani","Ali Siddiqui","Sidra Siddiqui","Ali Siddiqui","+923122637514","alisiddiqui11@gmail.com","House No. 252, Lane 9, Samanabad","Faisalabad","Punjab","38000","2025-04-05","69%",44,44,86,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,269,500,53.80,"C","Pass","Paid","Self","No","No known medical conditions or allergies.","asad.siddiqui","i$p@cRYrf0","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD831490","ADM573630",23,"Hira","Siddiqui","Female","2019-11-20", 7,"Class 2","C","O-","Hinduism","Pakistani","Fahad Siddiqui","Sadia Siddiqui","Fahad Siddiqui","+923453685164","fahadsiddiqui40@gmail.com","House No. 310, Street 4, Gulshan-e-Iqbal","Karachi","Sindh","74200","2025-04-05","81%",54,71,64,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,339,500,67.80,"B","Pass","Paid","Self","No","Mild seasonal asthma; carries inhaler.","hira.siddiqui","l0CGfAuHYC","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD787444","ADM849852",24,"Arsalan","Farooqi","Male","2018-03-26", 8,"Class 2","C","A-","Hinduism","Pakistani","Adnan Farooqi","Sidra Farooqi","Adnan Farooqi","+923016302424","adnanfarooqi27@gmail.com","House No. 393, Sector-Street 4, Hayatabad Phase 1","Peshawar","Khyber Pakhtunkhwa","25000","2025-04-05","61%",100,49,73,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,333,500,66.60,"B","Pass","Paid","Self","No","No known medical conditions or allergies.","arsalan.farooqi","533LkzkNW@","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD780455","ADM223116",25,"Kamran","Jamil","Male","2019-04-16", 7,"Class 2","C","A+","Islam","Pakistani","Raza Jamil","Tayyaba Jamil","Raza Jamil","+923331186532","razajamil83@gmail.com","House No. 255, Road 5, Double Road","Quetta","Balochistan","87300","2025-04-05","78%",63,73,96,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,394,500,78.80,"A","Pass","Unpaid","Self","No","Mild dust allergy.","kamran.jamil","DJjvXtgfow","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD044580","ADM235665",26,"Amna","Ali","Female","2019-03-18", 7,"Class 2","C","O+","Islam","Pakistani","Saad Ali","Mariam Ali","Bilal Ali","+923014740203","saadali74@gmail.com","House No. 188, Avenue 6, North Nazimabad","Karachi","Sindh","74200","2025-04-05","98%",33,88,79,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,276,500,55.20,"C","Pass","Paid","School Van","No","No medical conditions.","amna.ali","$!CF5AeLXt","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD277913","ADM159806",27,"Wajiha","Raza","Female","2019-01-20", 7,"Class 2","C","O+","Islam","Pakistani","Saad Raza","Sadia Raza","Saad Raza","+923018019718","saadraza13@gmail.com","House No. 456, Road 14, University Town","Peshawar","Khyber Pakhtunkhwa","25000","2025-04-05","90%",75,66,52,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,295,500,59.00,"C","Pass","Unpaid","Self","No","Mild seasonal asthma; carries inhaler.","wajiha.raza","ghvU#Ilknx","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD024129","ADM809455",28,"Rimsha","Ansari","Female","2018-05-28", 8,"Class 2","C","B-","Islam","Pakistani","Omar Ansari","Nida Ansari","Omar Ansari","+923124045050","omaransari49@gmail.com","House No. 374, Avenue 15, Gari Khata","Hyderabad","Sindh","71000","2025-04-05","75%",35,34,82,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,272,500,54.40,"C","Pass","Paid","School Van","No","Mild seasonal asthma; carries inhaler.","rimsha.ansari","QM5JH@!HwX","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD683060","ADM771012",29,"Zain","Jamil","Male","2018-05-09", 8,"Class 2","C","A+","Islam","Pakistani","Asad Jamil","Areeba Jamil","Asad Jamil","+923012176552","asadjamil61@gmail.com","House No. 164, Lane 15, Johar Town","Lahore","Punjab","54000","2025-04-05","68%",95,84,83,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,366,500,73.20,"A","Pass","Paid","Self","No","No known medical conditions or allergies.","zain.jamil","xl@MiWNacD","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD421282","ADM477389",30,"Areeba","Jamil","Female","2018-03-18", 8,"Class 2","C","O-","Islam","Pakistani","Junaid Jamil","Zainab Jamil","Junaid Jamil","+923334373287","junaidjamil89@gmail.com","House No. 267, Lane 5, PECHS","Karachi","Sindh","74200","2025-04-05","78%",41,56,73,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,348,500,69.60,"B","Pass","Paid","Self","No","Allergic to penicillin.","areeba.jamil","9uYMre$Alz","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD424064","ADM586363", 1,"Hira","Naqvi","Female","2018-01-08", 8,"Class 3","A","B-","Islam","Pakistani","Shahzaib Naqvi","Tayyaba Naqvi","Hamza Naqvi","+923451174727","shahzaibnaqvi79@gmail.com","House No. 209, Avenue 11, Model Town","Lahore","Punjab","54000","2024-04-05","77%",34,83,77,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,365,500,73.00,"A","Pass","Paid","Self","No","Allergic to peanuts.","hira.naqvi","noLyGe94s8","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD672813","ADM233803", 2,"Saba","Mughal","Female","2018-03-15", 8,"Class 3","A","A+","Hinduism","Pakistani","Aamir Mughal","Mariam Mughal","Aamir Mughal","+923015763807","aamirmughal19@gmail.com","House No. 461, Road 10, Clifton","Karachi","Sindh","74200","2024-04-05","91%",95,41,53,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,290,500,58.00,"C","Pass","Paid","School Van","No","No known medical conditions or allergies.","saba.mughal","CKUt9rhdin","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD497460","ADM856650", 3,"Hussain","Zaidi","Male","2018-02-15", 8,"Class 3","A","A-","Christianity","Pakistani","Asad Zaidi","Iqra Zaidi","Asad Zaidi","+923021456877","asadzaidi91@gmail.com","House No. 487, Avenue 6, Double Road","Quetta","Balochistan","87300","2024-04-05","93%",92,95,87,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,457,500,91.40,"A+","Pass","Paid","Self","No","No medical conditions.","hussain.zaidi711","1575zr!!Yp","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD640164","ADM706163", 4,"Zain","Raza","Male","2018-08-13", 8,"Class 3","A","O-","Islam","Pakistani","Ahmed Raza","Fiza Raza","Ahmed Raza","+923338107269","ahmedraza37@gmail.com","House No. 27, Lane 5, Double Road","Quetta","Balochistan","87300","2024-04-05","91%",82,81,57,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,332,500,66.40,"B","Pass","Paid","School Van","No","Mild seasonal asthma; carries inhaler.","zain.raza","zlmkOhwCeW","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD112377","ADM045130", 5,"Zain","Chaudhry","Male","2018-02-11", 8,"Class 3","A","A+","Islam","Pakistani","Asad Chaudhry","Mehak Chaudhry","Asad Chaudhry","+923219773503","asadchaudhry54@gmail.com","House No. 142, Lane 4, Saddar","Hyderabad","Sindh","71000","2024-04-05","75%",38,78,52,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,310,500,62.00,"B","Pass","Paid","School Van","No","No known medical conditions or allergies.","zain.chaudhry773","nT0C!X!klf","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD629256","ADM467224", 6,"Mehak","Farooqi","Female","2018-09-07", 8,"Class 3","A","AB+","Islam","Pakistani","Usman Farooqi","Sumaira Farooqi","Usman Farooqi","+923457237777","usmanfarooqi10@gmail.com","House No. 214, Street 9, Satellite Town","Quetta","Balochistan","87300","2024-04-05","83%",89,39,76,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,335,500,67.00,"B","Pass","Paid","Self","No","Wears corrective lenses/glasses.","mehak.farooqi","QnKULliCFC","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD087632","ADM070135", 7,"Amna","Zaidi","Female","2017-12-21", 9,"Class 3","A","B-","Islam","Pakistani","Hussain Zaidi","Sumaira Zaidi","Hussain Zaidi","+923459879232","hussainzaidi64@gmail.com","House No. 193, Sector-Street 8, University Town","Peshawar","Khyber Pakhtunkhwa","25000","2024-04-05","65%",41,73,92,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,355,500,71.00,"A","Pass","Paid","School Van","No","Mild dust allergy.","amna.zaidi","zEIot25V8f","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD530516","ADM133336", 8,"Saad","Mughal","Male","2018-07-13", 8,"Class 3","A","O+","Islam","Pakistani","Aamir Mughal","Wajiha Mughal","Aamir Mughal","+923005272597","aamirmughal51@gmail.com","House No. 378, Street 12, Shah Rukn-e-Alam","Multan","Punjab","60000","2024-04-05","68%",50,98,66,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,315,500,63.00,"B","Pass","Paid","Self","No","Mild seasonal asthma; carries inhaler.","saad.mughal","OzmGGg3yXJ","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD132436","ADM632267", 9,"Zeeshan","Ansari","Male","2017-05-02", 9,"Class 3","A","AB-","Islam","Pakistani","Zeeshan Ansari","Sidra Ansari","Zain Ansari","+923013755969","zeeshanansari28@gmail.com","House No. 94, Street 11, Samungli Road","Quetta","Balochistan","87300","2024-04-05","92%",75,35,74,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,332,500,66.40,"B","Pass","Paid","School Van","No","Allergic to peanuts.","zeeshan.ansari","$54US5Nqmw","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD623671","ADM993578",10,"Amna","Chaudhry","Female","2017-07-26", 9,"Class 3","A","B+","Christianity","Pakistani","Arsalan Chaudhry","Sidra Chaudhry","Arsalan Chaudhry","+923217665863","arsalanchaudhry30@gmail.com","House No. 317, Street 6, Sector F-10","Islamabad","Islamabad Capital Territory","44000","2024-04-05","72%",49,43,77,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,324,500,64.80,"B","Pass","Paid","Self","No","No known medical conditions or allergies.","amna.chaudhry","nPjR02KotO","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD715881","ADM832590",11,"Zainab","Khan","Female","2017-10-05", 9,"Class 3","B","AB-","Islam","Pakistani","Hamza Khan","Sadia Khan","Hamza Khan","+923211756700","hamzakhan74@gmail.com","House No. 189, Road 3, Johar Town","Lahore","Punjab","54000","2024-04-05","62%",85,50,42,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,312,500,62.40,"B","Pass","Unpaid","Self","No","Allergic to penicillin.","zainab.khan","7MCLYz3fxY","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD678508","ADM578824",12,"Nabeel","Farooqi","Male","2018-05-16", 8,"Class 3","B","A+","Islam","Pakistani","Yasir Farooqi","Mariam Farooqi","Waqas Farooqi","+923218615849","yasirfarooqi12@gmail.com","House No. 331, Street 12, Federal B Area","Karachi","Sindh","74200","2024-04-05","72%",86,46,74,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,351,500,70.20,"A","Pass","Paid","Self","No","No medical conditions.","nabeel.farooqi","1X6XThb6cq","2026-07-16T19:18:36.286Z","2026-07-16T19:18:36.286Z"
"STD468186","ADM613794",13,"Zeeshan","Butt","Male","2018-12-24", 8,"Class 3","B","O+","Islam","Pakistani","Zeeshan Butt","Saba Butt","Zeeshan Butt","+923125065626","zeeshanbutt59@gmail.com","House No. 93, Road 15, Adyala Road","Rawalpindi","Punjab","46000","2024-04-05","75%",67,72,49,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,341,500,68.20,"B","Pass","Paid","Self","No","Allergic to peanuts.","zeeshan.butt","yNDLwzrq1Q","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD079836","ADM476218",14,"Nabeel","Chaudhry","Male","2018-03-02", 8,"Class 3","B","AB-","Islam","Pakistani","Haris Chaudhry","Kiran Chaudhry","Haris Chaudhry","+923453131493","harischaudhry48@gmail.com","House No. 77, Street 13, Ring Road","Peshawar","Khyber Pakhtunkhwa","25000","2024-04-05","66%",79,73,54,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,322,500,64.40,"B","Pass","Paid","School Van","No","Allergic to penicillin.","nabeel.chaudhry","qukdgtDmgV","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD856474","ADM399811",15,"Talha","Ali","Male","2017-03-24", 9,"Class 3","B","O-","Hinduism","Pakistani","Hamza Ali","Zainab Ali","Hamza Ali","+923029292323","hamzaali40@gmail.com","House No. 427, Lane 15, Gulistan Colony","Faisalabad","Punjab","38000","2024-04-05","63%",98,81,60,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,408,500,81.60,"A+","Pass","Paid","Self","No","Mild seasonal asthma; carries inhaler.","talha.ali","w!V4J4WedS","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD106131","ADM820206",16,"Nida","Ansari","Female","2017-03-01", 9,"Class 3","B","A+","Hinduism","Pakistani","Muhammad Ansari","Bushra Ansari","Muhammad Ansari","+923335167457","muhammadansari82@gmail.com","House No. 401, Street 13, Bahria Town","Rawalpindi","Punjab","46000","2024-04-05","79%",65,82,78,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,332,500,66.40,"B","Pass","Paid","School Van","No","Mild dust allergy.","nida.ansari","OoWJOaHFw9","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD198129","ADM328426",17,"Sana","Hashmi","Female","2017-09-18", 9,"Class 3","B","B+","Islam","Pakistani","Haris Hashmi","Iqra Hashmi","Haris Hashmi","+923029393535","harishashmi65@gmail.com","House No. 34, Street 11, Double Road","Quetta","Balochistan","87300","2024-04-05","64%",97,39,64,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,341,500,68.20,"B","Pass","Paid","Self","No","Mild dust allergy.","sana.hashmi","r25Kul2UeN","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD343849","ADM970287",18,"Amna","Zaidi","Female","2018-06-04", 8,"Class 3","B","O-","Islam","Pakistani","Yasir Zaidi","Fiza Zaidi","Ahmed Zaidi","+923025427972","yasirzaidi13@gmail.com","House No. 392, Avenue 9, Bahria Town","Rawalpindi","Punjab","46000","2024-04-05","87%",63,84,69,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,303,500,60.60,"B","Pass","Unpaid","School Van","No","Mild seasonal asthma; carries inhaler.","amna.zaidi713","SynBQHJvT0","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD660538","ADM988576",19,"Zeeshan","Ali","Male","2018-09-10", 8,"Class 3","B","O+","Hinduism","Pakistani","Daniyal Ali","Zainab Ali","Daniyal Ali","+923001555547","daniyalali97@gmail.com","House No. 467, Street 5, Model Town","Lahore","Punjab","54000","2024-04-05","87%",41,67,88,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,326,500,65.20,"B","Pass","Paid","School Van","No","Allergic to peanuts.","zeeshan.ali","Y#4PUjL2@y","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD946897","ADM523629",20,"Laiba","Khan","Female","2018-04-20", 8,"Class 3","B","AB-","Christianity","Pakistani","Aamir Khan","Amna Khan","Aamir Khan","+923001497285","aamirkhan82@gmail.com","House No. 94, Sector-Street 10, Gari Khata","Hyderabad","Sindh","71000","2024-04-05","84%",33,51,53,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,252,500,50.40,"C","Pass","Paid","Self","No","No known medical conditions or allergies.","laiba.khan","4Zx!wXZ!MI","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD609383","ADM431074",21,"Asad","Raza","Male","2018-09-13", 8,"Class 3","C","O-","Islam","Pakistani","Mustafa Raza","Fiza Raza","Mustafa Raza","+923333268559","mustafaraza21@gmail.com","House No. 411, Lane 9, Jinnah Road","Quetta","Balochistan","87300","2024-04-05","92%",35,53,53,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,292,500,58.40,"C","Pass","Paid","Self","No","No known medical conditions or allergies.","asad.raza","7nO5dtO85t","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD148696","ADM821168",22,"Bushra","Hashmi","Female","2018-11-26", 8,"Class 3","C","B-","Islam","Pakistani","Hamza Hashmi","Amna Hashmi","Hamza Hashmi","+923009852022","hamzahashmi63@gmail.com","House No. 145, Avenue 8, Saddar","Rawalpindi","Punjab","46000","2024-04-05","78%",62,79,83,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,355,500,71.00,"A","Pass","Paid","Self","No","Wears corrective lenses/glasses.","bushra.hashmi","I1H6DKbV#z","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD561180","ADM554593",23,"Hussain","Malik","Male","2017-11-18", 9,"Class 3","C","A-","Christianity","Pakistani","Nabeel Malik","Amna Malik","Nabeel Malik","+923214960873","nabeelmalik89@gmail.com","House No. 68, Avenue 12, Multan Public School Road","Multan","Punjab","60000","2024-04-05","98%",57,46,52,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,312,500,62.40,"B","Pass","Paid","School Van","No","No known medical conditions or allergies.","hussain.malik","KESJ!Vgpk4","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD931700","ADM087203",24,"Sadia","Ansari","Female","2017-07-01", 9,"Class 3","C","O+","Hinduism","Pakistani","Nabeel Ansari","Sana Ansari","Nabeel Ansari","+923025786909","nabeelansari93@gmail.com","House No. 261, Road 13, Double Road","Quetta","Balochistan","87300","2024-04-05","99%",64,76,87,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,366,500,73.20,"A","Pass","Paid","Self","No","Wears corrective lenses/glasses.","sadia.ansari","gV5NXbCj$X","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD766046","ADM406838",25,"Yasir","Yousafzai","Male","2017-02-28", 9,"Class 3","C","A+","Islam","Pakistani","Faisal Yousafzai","Iqra Yousafzai","Faisal Yousafzai","+923218973363","faisalyousafzai60@gmail.com","House No. 51, Avenue 2, People's Colony","Faisalabad","Punjab","38000","2024-04-05","96%",89,36,87,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,344,500,68.80,"B","Pass","Paid","Self","No","No medical conditions.","yasir.yousafzai","ZaoqdClXYc","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD223933","ADM754538",26,"Hira","Khan","Female","2018-10-02", 8,"Class 3","C","O-","Christianity","Pakistani","Waqas Khan","Sara Khan","Waqas Khan","+923026946200","waqaskhan24@gmail.com","House No. 491, Avenue 2, Saddar","Hyderabad","Sindh","71000","2024-04-05","73%",87,90,43,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,367,500,73.40,"A","Pass","Paid","Self","No","Allergic to peanuts.","hira.khan","4UaFO!3xpZ","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD289324","ADM337986",27,"Wajiha","Khan","Female","2018-05-24", 8,"Class 3","C","AB-","Hinduism","Pakistani","Yasir Khan","Sidra Khan","Yasir Khan","+923015770315","yasirkhan97@gmail.com","House No. 389, Street 9, Gulistan Colony","Faisalabad","Punjab","38000","2024-04-05","81%",58,85,41,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,303,500,60.60,"B","Pass","Paid","Self","Yes","No known medical conditions or allergies.","wajiha.khan","8bkG6dzbeJ","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD677657","ADM482219",28,"Wajiha","Zaidi","Female","2018-10-08", 8,"Class 3","C","B+","Hinduism","Pakistani","Yasir Zaidi","Sidra Zaidi","Yasir Zaidi","+923331619995","yasirzaidi98@gmail.com","House No. 77, Avenue 4, E-11","Islamabad","Islamabad Capital Territory","44000","2024-04-05","100%",88,53,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,321,500,64.20,"B","Pass","Unpaid","School Van","No","No medical conditions.","wajiha.zaidi","N#RsK$9$Vm","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD017626","ADM721646",29,"Anum","Naqvi","Female","2018-03-18", 8,"Class 3","C","O-","Islam","Pakistani","Abdullah Naqvi","Iqra Naqvi","Abdullah Naqvi","+923012604971","abdullahnaqvi59@gmail.com","House No. 259, Avenue 3, E-11","Islamabad","Islamabad Capital Territory","44000","2024-04-05","99%",61,85,44,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,301,500,60.20,"B","Pass","Paid","Self","Yes","No known medical conditions or allergies.","anum.naqvi","N9NvmlgcXb","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
"STD081067","ADM104107",30,"Areeba","Chaudhry","Female","2017-03-10", 9,"Class 3","C","A+","Hinduism","Pakistani","Saad Chaudhry","Sana Chaudhry","Saad Chaudhry","+923127068660","saadchaudhry83@gmail.com","House No. 435, Road 2, Saddar","Rawalpindi","Punjab","46000","2024-04-05","95%",95,65,95,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,366,500,73.20,"A","Pass","Unpaid","School Van","No","Mild dust allergy.","areeba.chaudhry377","fhpIOofpTj","2026-07-16T19:18:36.287Z","2026-07-16T19:18:36.287Z"
